provincia,carretera,pk_inicio,pk_fin,imd_total,imd_pesado,porcentaje_pesados,tramo
Burgos,A-1,176.1,179.6,21476.0,4001.0,18.63,A-1 (PK 176.1 a 179.6)
Córdoba,A-4,382.5,384.4,25162.0,4606.0,18.31,A-4 (PK 382.5 a 384.4)
Sevilla,A-4,435625,437.1,21149.0,4638.0,21.93,A-4 (PK 435.625 a 437.1)
Sevilla,A-4,499.3,503.6,22539.0,5122.0,22.73,A-4 (PK 499.3 a 503.6)
Cádiz,A-4,637.4,639.3,41532.0,2662.0,6.41,A-4 (PK 637.4 a 639.3)
Toledo,A-42,75.7,77.47,45390.0,2911.0,6.41,A-42 (PK 75.7 a 77.47)
Cáceres,A-5,249.2,252.4,10833.0,1766.0,16.3,A-5 (PK 249.2 a 252.4)
Badajoz,A-5,338.2,341.0,25962.0,4053.0,15.61,A-5 (PK 338.2 a 341.0)
Pontevedra,A-52,305.6,306152,38223.0,3495.0,9.14,A-52 (PK 305.6 a 306.152)
Badajoz,A-66,624.4,626.1,21406.0,5228.0,24.42,A-66 (PK 624.4 a 626.1)
Badajoz,A-66,629.8,635.4,17209.0,3762.0,21.86,A-66 (PK 629.8 a 635.4)
Cádiz,CA-35,2.0,7.0,30212.0,4758.0,15.75,CA-35 (PK 2.0 a 7.0)
Lugo,LU-11,0.0,1.3,8557.0,325.0,3.8,LU-11 (PK 0.0 a 1.3)
Murcia,MU-30,5.6,7.3,40599.0,2296.0,5.66,MU-30 (PK 5.6 a 7.3)
Burgos,N-1,246.78,248.87,2836.0,749.0,26.41,N-1 (PK 246.78 a 248.87)
Segovia,N-110,90205,93.0,1448.0,206.0,14.23,N-110 (PK 90.205 a 93.0)
Segovia,N-110,125.1,126.4,2615.0,236.0,9.02,N-110 (PK 125.1 a 126.4)
Segovia,N-110,208.4,211.9,2795.0,332.0,11.88,N-110 (PK 208.4 a 211.9)
Burgos,N-120,144.2,147.2,1100.0,95.0,8.64,N-120 (PK 144.2 a 147.2)
León,N-120,236.0,238.1,192.0,19.0,9.9,N-120 (PK 236.0 a 238.1)
Ourense,N-120,548.8,550.7,5243.0,604.0,11.52,N-120 (PK 548.8 a 550.7)
Huesca,N-123,36.2,37236,1228.0,121.0,9.85,N-123 (PK 36.2 a 37.236)
Girona,N-2,762.2,762.7,14914.0,2030.0,13.61,N-2 (PK 762.2 a 762.7)
Teruel,N-234,75.7,76.3,241.0,20.0,8.3,N-234 (PK 75.7 a 76.3)
Zaragoza,N-2R,219.5,220.6,996.0,70.0,7.03,N-2R (PK 219.5 a 220.6)
Cuenca,N-3,165386,167.2,1505.0,566.0,37.61,N-3 (PK 165.386 a 167.2)
Guadalajara,N-320,263.3,265.2,13122.0,876.0,6.68,N-320 (PK 263.3 a 265.2)
Albacete,N-322,406.7,408.5,1202.0,232.0,19.3,N-322 (PK 406.7 a 408.5)
Valencia,N-322,454.4,456.01,1973.0,333.0,16.88,N-322 (PK 454.4 a 456.01)
Córdoba,N-331,49.7,50.2,6666.0,469.0,7.04,N-331 (PK 49.7 a 50.2)
Málaga,N-331,125.6,127.5,12708.0,2051.0,16.14,N-331 (PK 125.6 a 127.5)
Ávila,N-403,174.8,176.33,816.0,79.0,9.68,N-403 (PK 174.8 a 176.33)
Teruel,N-420,768.6,769.3,1994.0,228.0,11.43,N-420 (PK 768.6 a 769.3)
Ciudad Real,N-430A,296985,297.9,188.0,43.0,22.87,N-430A (PK 296.985 a 297.9)
Badajoz,N-435,98.0,102.3,1508.0,195.0,12.93,N-435 (PK 98.0 a 102.3)
Ciudad Real,N-502,279.4,280.4,584.0,37.0,6.34,N-502 (PK 279.4 a 280.4)
Ciudad Real,N-502,327.1,328.7,525.0,54.0,10.29,N-502 (PK 327.1 a 328.7)
Ourense,N-532,3.0,3.2,2943.0,143.0,4.86,N-532 (PK 3.0 a 3.2)
Lugo,N-540,23.1,24.5,4742.0,682.0,14.38,N-540 (PK 23.1 a 24.5)
A Coruña,N-547,77.9,79.4,677.0,72.0,10.64,N-547 (PK 77.9 a 79.4)
A Coruña,N-550,71.5,72.0,14407.0,1012.0,7.02,N-550 (PK 71.5 a 72.0)
León,N-6,374.8,375.2,13115.0,550.0,4.19,N-6 (PK 374.8 a 375.2)
León,N-6,405.6,406.6,2165.0,91.0,4.2,N-6 (PK 405.6 a 406.6)
A Coruña,N-6,580.0,581.6,21861.0,1190.0,5.44,N-6 (PK 580.0 a 581.6)
Palencia,N-610,22.0,25.5,2402.0,807.0,33.6,N-610 (PK 22.0 a 25.5)
Palencia,N-622,79.85,82.7,683.0,127.0,18.59,N-622 (PK 79.85 a 82.7)
Burgos,N-623,5.9,8.1,3439.0,280.0,8.14,N-623 (PK 5.9 a 8.1)
Burgos,N-623,85.8,89.0,862.0,88.0,10.21,N-623 (PK 85.8 a 89.0)
Burgos,N-629,36.0,37.2,3812.0,279.0,7.32,N-629 (PK 36.0 a 37.2)
Cáceres,N-630,425.08,426.1,1784.0,185.0,10.37,N-630 (PK 425.08 a 426.1)
Cáceres,N-630,553.0,554.6,20469.0,609.0,2.98,N-630 (PK 553.0 a 554.6)
Lugo,N-634,581.7,583.1,2483.0,173.0,6.97,N-634 (PK 581.7 a 583.1)
Pontevedra,N-640,163.6,164.7,4906.0,540.0,11.01,N-640 (PK 163.6 a 164.7)
Pontevedra,N-640,216.3,217.1,5717.0,450.0,7.87,N-640 (PK 216.3 a 217.1)
A Coruña,N-651,7.5,8.6,12730.0,396.0,3.11,N-651 (PK 7.5 a 8.6)
A Coruña,SC-11,0.0,1.2,19694.0,454.0,2.31,SC-11 (PK 0.0 a 1.2)
Toledo,TO-22,0.0,1.1,1116.0,46.0,4.12,TO-22 (PK 0.0 a 1.1)
Valencia,V-31,10.4,12.0,118636.0,8010.0,6.75,V-31 (PK 10.4 a 12.0)
Burgos,A-1,213.0,216.4,23362.0,4217.0,18.05,A-1 (PK 213.0 a 216.4)
La Rioja,A-12,130.0,131888,3984.0,1433.0,35.97,A-12 (PK 130.0 a 131.888)
La Rioja,A-13,4.4,5.21,28436.0,1758.0,6.18,A-13 (PK 4.4 a 5.21)
Toledo,A-4,117.3,119.0,24974.0,4627.0,18.53,A-4 (PK 117.3 a 119.0)
Toledo,A-4,119.0,120.5,24974.0,4627.0,18.53,A-4 (PK 119.0 a 120.5)
Cádiz,A-4,634.9,637.4,30070.0,2321.0,7.72,A-4 (PK 634.9 a 637.4)
Cáceres,A-5,269.2,274.8,11332.0,2442.0,21.55,A-5 (PK 269.2 a 274.8)
Palencia,A-62,40.71,44.63,16022.0,5207.0,32.5,A-62 (PK 40.71 a 44.63)
Valladolid,A-62,109.1,111.7,34435.0,7233.0,21.0,A-62 (PK 109.1 a 111.7)
Asturias,A-64,17.9,20.4,31569.0,1532.0,4.85,A-64 (PK 17.9 a 20.4)
Zamora,A-66,227.7,232.6,6444.0,1252.0,19.43,A-66 (PK 227.7 a 232.6)
Zamora,A-66,261.2,267.7,9768.0,1537.0,15.74,A-66 (PK 261.2 a 267.7)
Burgos,BU-11,0.0,1.6,22525.0,737.0,3.27,BU-11 (PK 0.0 a 1.6)
Burgos,BU-30,0.0,1.8,35299.0,5603.0,15.87,BU-30 (PK 0.0 a 1.8)
Madrid,M-40,24.4,26.2,123912.0,5233.0,4.22,M-40 (PK 24.4 a 26.2)
Burgos,N-1,155.2,157.3,4459.0,976.0,21.89,N-1 (PK 155.2 a 157.3)
Burgos,N-1,195.18,196.5,310.0,67.0,21.61,N-1 (PK 195.18 a 196.5)
Segovia,N-110,93.0,95.6,1448.0,206.0,14.23,N-110 (PK 93.0 a 95.6)
Segovia,N-110,193145,194.5,7191.0,576.0,8.01,N-110 (PK 193.145 a 194.5)
Palencia,N-120,223.2,225.0,207.0,24.0,11.59,N-120 (PK 223.2 a 225.0)
Ourense,N-120,605.2,605.54,1069.0,70.0,6.55,N-120 (PK 605.2 a 605.54)
Burgos,N-122,272.9,274.4,5275.0,1762.0,33.4,N-122 (PK 272.9 a 274.4)
Girona,N-2,745.9,747.7,5730.0,328.0,5.72,N-2 (PK 745.9 a 747.7)
Zaragoza,N-234,287.7,290.3,1463.0,241.0,16.47,N-234 (PK 287.7 a 290.3)
Huesca,N-240,132.0,132.5,824.0,156.0,18.93,N-240 (PK 132.0 a 132.5)
Girona,N-260,179.5,180.3,10915.0,523.0,4.79,N-260 (PK 179.5 a 180.3)
Murcia,N-301,361115,363.0,842.0,118.0,14.01,N-301 (PK 361.115 a 363.0)
Murcia,N-301,426.0,428.0,1783.0,173.0,9.7,N-301 (PK 426.0 a 428.0)
Jaén,N-323,58.3,59.2,309.0,30.0,9.71,N-323 (PK 58.3 a 59.2)
Valencia,N-330,99.8,103.9,2600.0,202.0,7.77,N-330 (PK 99.8 a 103.9)
Alicante/Alacant,N-332,148.4,149.3,26577.0,1274.0,4.79,N-332 (PK 148.4 a 149.3)
Cuenca,N-400,132.1,133.7,24.0,0.0,0.0,N-400 (PK 132.1 a 133.7)
Valencia,N-420,538.1,538.4,839.0,108.0,12.87,N-420 (PK 538.1 a 538.4)
Granada,N-432,431315,432.75,24753.0,1294.0,5.23,N-432 (PK 431.315 a 432.75)
Cáceres,N-5,287.15,289.4,1948.0,315.0,16.17,N-5 (PK 287.15 a 289.4)
A Coruña,N-550,34.5,36.5,6607.0,659.0,9.97,N-550 (PK 34.5 a 36.5)
A Coruña,N-550,49.7,52.0,19397.0,1790.0,9.23,N-550 (PK 49.7 a 52.0)
Segovia,N-6,62.4,64.7,6698.0,1382.0,20.63,N-6 (PK 62.4 a 64.7)
León,N-6,281.7,283.6,885.0,65.0,7.34,N-6 (PK 281.7 a 283.6)
León,N-6,308.8,312.4,1843.0,188.0,10.2,N-6 (PK 308.8 a 312.4)
Burgos,N-623,81.3,83.2,1088.0,59.0,5.42,N-623 (PK 81.3 a 83.2)
Cáceres,N-630,448.4,454.0,480.0,50.0,10.42,N-630 (PK 448.4 a 454.0)
Cáceres,N-630,488.1,489.5,4496.0,424.0,9.43,N-630 (PK 488.1 a 489.5)
Badajoz,N-630,617.4,618.46,1276.0,73.0,5.72,N-630 (PK 617.4 a 618.46)
Asturias,N-632A,155.2,156.2,369.0,18.0,4.88,N-632A (PK 155.2 a 156.2)
Asturias,N-634,429.0,430.0,2287.0,192.0,8.4,N-634 (PK 429.0 a 430.0)
Asturias,N-634,530.4,532.0,3121.0,152.0,4.87,N-634 (PK 530.4 a 532.0)
Lugo,N-634,656.4,657.98,5522.0,1396.0,25.28,N-634 (PK 656.4 a 657.98)
Palencia,P-12,0.0,2.1,3644.0,172.0,4.72,P-12 (PK 0.0 a 2.1)
A Coruña,SC-20,9.7,10.35,48324.0,1037.0,2.15,SC-20 (PK 9.7 a 10.35)
Valencia,V-23,0.0,0.3,19768.0,1040.0,5.26,V-23 (PK 0.0 a 0.3)
Valencia,V-23,9.79,10.54,53973.0,7651.0,14.18,V-23 (PK 9.79 a 10.54)
Madrid,A-1,20.4,22.7,97070.0,10004.0,10.31,A-1 (PK 20.4 a 22.7)
Córdoba,A-4,429.4,431.6,22245.0,4804.0,21.6,A-4 (PK 429.4 a 431.6)
Madrid,A-42,3.71,6.0,137849.0,5302.0,3.85,A-42 (PK 3.71 a 6.0)
Toledo,A-42,48.9,50.8,44427.0,4384.0,9.87,A-42 (PK 48.9 a 50.8)
Toledo,A-5,73.6,75.4,40889.0,5328.0,13.03,A-5 (PK 73.6 a 75.4)
Cáceres,A-5,196.1,199.8,15453.0,2865.0,18.54,A-5 (PK 196.1 a 199.8)
Pontevedra,A-55,14.5,16.7,36420.0,4042.0,11.1,A-55 (PK 14.5 a 16.7)
Badajoz,A-66,718.8,721.8,15830.0,3802.0,24.02,A-66 (PK 718.8 a 721.8)
Alicante/Alacant,A-77A,0.0,0.8,34549.0,907.0,2.63,A-77A (PK 0.0 a 0.8)
Cádiz,CA-31,0.0,2.14,18188.0,803.0,4.41,CA-31 (PK 0.0 a 2.14)
Murcia,CT-34,0.8,3.1,11930.0,2888.0,24.21,CT-34 (PK 0.8 a 3.1)
Burgos,N-1,244.0,246.78,2836.0,749.0,26.41,N-1 (PK 244.0 a 246.78)
Segovia,N-110,194.5,196.8,7191.0,576.0,8.01,N-110 (PK 194.5 a 196.8)
Ávila,N-110,339.2,341.0,2316.0,176.0,7.6,N-110 (PK 339.2 a 341.0)
Palencia,N-120,212.4,214.3,207.0,24.0,11.59,N-120 (PK 212.4 a 214.3)
León,N-120,344.7,347.1,6617.0,971.0,14.67,N-120 (PK 344.7 a 347.1)
Zaragoza,N-211,311.2,312.8,3595.0,393.0,10.93,N-211 (PK 311.2 a 312.8)
Burgos,N-234,479.6,482.1,6658.0,1089.0,16.36,N-234 (PK 479.6 a 482.1)
Huesca,N-240,145.0,145.6,6534.0,526.0,8.05,N-240 (PK 145.0 a 145.6)
Guadalajara,N-320,290.4,291.2,13252.0,2271.0,17.14,N-320 (PK 290.4 a 291.2)
Valencia,N-330,190.0,191.9,2049.0,371.0,18.11,N-330 (PK 190.0 a 191.9)
Zaragoza,N-330,521.3,524.18,1498.0,148.0,9.88,N-330 (PK 521.3 a 524.18)
Almería,N-340A,405.83,406.3,30225.0,3502.0,11.59,N-340A (PK 405.83 a 406.3)
Córdoba,N-4,389.4,390.2,3668.0,209.0,5.7,N-4 (PK 389.4 a 390.2)
Ciudad Real,N-430,310.25,310.8,14809.0,285.0,1.92,N-430 (PK 310.25 a 310.8)
Badajoz,N-432,72.7,74.58,7271.0,928.0,12.76,N-432 (PK 72.7 a 74.58)
Zamora,N-525,104.7,105.55,373.0,37.0,9.92,N-525 (PK 104.7 a 105.55)
Pontevedra,N-550,130.3,132.2,13236.0,1166.0,8.81,N-550 (PK 130.3 a 132.2)
Burgos,N-622A,77.05,78.91,108.0,19.0,17.59,N-622A (PK 77.05 a 78.91)
Badajoz,N-630,626.4,629.7,4651.0,332.0,7.14,N-630 (PK 626.4 a 629.7)
Huelva,N-630,739.1,739.8,363.0,20.0,5.51,N-630 (PK 739.1 a 739.8)
Asturias,N-632A,126.6,127.4,177.0,8.0,4.52,N-632A (PK 126.6 a 127.4)
Asturias,N-634,378.4,379.9,12216.0,609.0,4.99,N-634 (PK 378.4 a 379.9)
Lugo,N-634,562.4,564.2,6234.0,290.0,4.65,N-634 (PK 562.4 a 564.2)
A Coruña,N-634,666.4,670.5,5522.0,1396.0,25.28,N-634 (PK 666.4 a 670.5)
Lugo,N-640,13.4,15.1,2537.0,451.0,17.78,N-640 (PK 13.4 a 15.1)
Pontevedra,PO-11,1.26,3.63,21679.0,1326.0,6.12,PO-11 (PK 1.26 a 3.63)
Castellón,A-7,285.7,286.3,30909.0,5469.0,17.69,A-7 (PK 285.7 a 286.3)
Burgos,A-1,140.82,143.4,17367.0,3650.0,21.02,A-1 (PK 140.82 a 143.4)
Burgos,A-1,244.5,246.5,13606.0,2761.0,20.29,A-1 (PK 244.5 a 246.5)
La Rioja,A-12,96.0,98.6,15552.0,1725.0,11.09,A-12 (PK 96.0 a 98.6)
Zaragoza,A-2,230.2,232.6,17605.0,5613.0,31.88,A-2 (PK 230.2 a 232.6)
Huesca,A-23,413.4,416.0,9850.0,589.0,5.98,A-23 (PK 413.4 a 416.0)
Albacete,A-30,21.3,23.2,16580.0,3084.0,18.6,A-30 (PK 21.3 a 23.2)
Córdoba,A-4,357.3,359.2,19034.0,4792.0,25.18,A-4 (PK 357.3 a 359.2)
Sevilla,A-4,511.3,513.8,37296.0,5626.0,15.08,A-4 (PK 511.3 a 513.8)
Toledo,A-5,154.1,156.7,19673.0,3199.0,16.26,A-5 (PK 154.1 a 156.7)
Cáceres,A-5,294.3,301815,10291.0,1616.0,15.7,A-5 (PK 294.3 a 301.815)
Cáceres,A-66,498.3,503.2,12980.0,2604.0,20.06,A-66 (PK 498.3 a 503.2)
Murcia,A-91,14.6,17.98,13546.0,2370.0,17.5,A-91 (PK 14.6 a 17.98)
Burgos,N-1,196.5,197825,310.0,67.0,21.61,N-1 (PK 196.5 a 197.825)
Ávila,N-110,343.0,344.5,2316.0,176.0,7.6,N-110 (PK 343.0 a 344.5)
La Rioja,N-120,8.0,9.3,2462.0,265.0,10.76,N-120 (PK 8.0 a 9.3)
Burgos,N-120,127.3,130.6,641.0,56.0,8.74,N-120 (PK 127.3 a 130.6)
León,N-120,238.1,239.7,192.0,19.0,9.9,N-120 (PK 238.1 a 239.7)
Ourense,N-120,580.6,582.0,3702.0,364.0,9.83,N-120 (PK 580.6 a 582.0)
Burgos,N-122,284.8,286.6,5275.0,1762.0,33.4,N-122 (PK 284.8 a 286.6)
Burgos,N-1R,321.45,323.28,7753.0,1573.0,20.29,N-1R (PK 321.45 a 323.28)
Girona,N-2,724.8,725.2,36569.0,5276.0,14.43,N-2 (PK 724.8 a 725.2)
Zaragoza,N-232,208.4,210.8,5629.0,796.0,14.14,N-232 (PK 208.4 a 210.8)
La Rioja,N-232,434.0,437.4,5689.0,428.0,7.52,N-232 (PK 434.0 a 437.4)
Teruel,N-234,185.3,187.6,1761.0,159.0,9.03,N-234 (PK 185.3 a 187.6)
Burgos,N-234,438.0,439.9,3810.0,545.0,14.3,N-234 (PK 438.0 a 439.9)
Huesca,N-240,139.6,141.3,3548.0,671.0,18.91,N-240 (PK 139.6 a 141.3)
Cuenca,N-301,135.6,138.0,2726.0,1036.0,38.0,N-301 (PK 135.6 a 138.0)
Albacete,N-301,209.9,210.92,2818.0,1022.0,36.27,N-301 (PK 209.9 a 210.92)
Jaén,N-322,149.64,152.6,10601.0,589.0,5.56,N-322 (PK 149.64 a 152.6)
Jaén,N-323,12.2,12.9,2359.0,233.0,9.88,N-323 (PK 12.2 a 12.9)
Granada,N-323,188.4,189.8,7866.0,503.0,6.39,N-323 (PK 188.4 a 189.8)
Zaragoza,N-330,476.0,478.6,392.0,147.0,37.5,N-330 (PK 476.0 a 478.6)
Cádiz,N-340,130.9,131.8,1363.0,73.0,5.36,N-340 (PK 130.9 a 131.8)
Murcia,N-344,30.89,32.3,1484.0,109.0,7.35,N-344 (PK 30.89 a 32.3)
Toledo,N-400,78.2,80.2,284.0,32.0,11.27,N-400 (PK 78.2 a 80.2)
Ávila,N-403,157.3,160.1,3523.0,347.0,9.85,N-403 (PK 157.3 a 160.1)
Ciudad Real,N-420,145.1,147.7,5173.0,232.0,4.48,N-420 (PK 145.1 a 147.7)
Jaén,N-432,383.8,386.2,4720.0,483.0,10.23,N-432 (PK 383.8 a 386.2)
Huelva,N-433,92.9,93.9,5127.0,567.0,11.06,N-433 (PK 92.9 a 93.9)
Huelva,N-433,96.3,97.2,5127.0,567.0,11.06,N-433 (PK 96.3 a 97.2)
Huelva,N-435,132.1,133.1,1367.0,238.0,17.41,N-435 (PK 132.1 a 133.1)
Cáceres,N-523,1312,3.2,3464.0,546.0,15.76,N-523 (PK 1.312 a 3.2)
Ourense,N-525,118.9,119.7,1787.0,173.0,9.68,N-525 (PK 118.9 a 119.7)
Ourense,N-525,172.0,174.0,535.0,28.0,5.23,N-525 (PK 172.0 a 174.0)
León,N-6,429.1,430.4,405.0,30.0,7.41,N-6 (PK 429.1 a 430.4)
Lugo,N-6,516.5,519.7,2514.0,332.0,13.21,N-6 (PK 516.5 a 519.7)
Palencia,N-611,20.5,21.3,932.0,141.0,15.13,N-611 (PK 20.5 a 21.3)
Burgos,N-623,4.0,5.9,10076.0,545.0,5.41,N-623 (PK 4.0 a 5.9)
León,N-625,18.3,20.2,3193.0,335.0,10.49,N-625 (PK 18.3 a 20.2)
León,N-625,29.5,32.7,3193.0,335.0,10.49,N-625 (PK 29.5 a 32.7)
Asturias,N-630,34.8,35.5,5436.0,448.0,8.24,N-630 (PK 34.8 a 35.5)
Cáceres,N-630,432.6,435.8,1784.0,185.0,10.37,N-630 (PK 432.6 a 435.8)
Cáceres,N-630,592.7,598145,195.0,10.0,5.13,N-630 (PK 592.7 a 598.145)
Asturias,N-634,369.2,370.8,7699.0,377.0,4.9,N-634 (PK 369.2 a 370.8)
Asturias,N-643,0.0,0.8,1263.0,115.0,9.11,N-643 (PK 0.0 a 0.8)
A Coruña,N-6A,583.1,584.2,5128.0,559.0,10.9,N-6A (PK 583.1 a 584.2)
Valencia,V-31,12.0,13.0,118636.0,8010.0,6.75,V-31 (PK 12.0 a 13.0)
Málaga,A-7,1013.6,1014.6,79320.0,3835.0,4.83,A-7 (PK 1013.6 a 1014.6)
Burgos,A-1,329.4,333.5,42644.0,10473.0,24.56,A-1 (PK 329.4 a 333.5)
Zaragoza,A-23,317.2,320.4,20907.0,2495.0,11.93,A-23 (PK 317.2 a 320.4)
Murcia,A-30,169.1,171.6,38728.0,6903.0,17.82,A-30 (PK 169.1 a 171.6)
Ciudad Real,A-4,175.8,180.7,26668.0,7426.0,27.85,A-4 (PK 175.8 a 180.7)
Toledo,A-5,142.1,144.5,22220.0,3959.0,17.82,A-5 (PK 142.1 a 144.5)
Cáceres,A-58,34.4,41.5,6716.0,331.0,4.93,A-58 (PK 34.4 a 41.5)
León,A-6,323.2,325.7,12920.0,3018.0,23.36,A-6 (PK 323.2 a 325.7)
Burgos,A-62,20.7,24.0,17769.0,6442.0,36.25,A-62 (PK 20.7 a 24.0)
Cáceres,A-66,551.2,555.2,13748.0,2825.0,20.55,A-66 (PK 551.2 a 555.2)
Badajoz,A-66,640.5,647.5,25676.0,3996.0,15.56,A-66 (PK 640.5 a 647.5)
Alicante/Alacant,A-79,0.0,0.7,11139.0,751.0,6.74,A-79 (PK 0.0 a 0.7)
Lugo,A-8,506.4,508.1,9188.0,1644.0,17.89,A-8 (PK 506.4 a 508.1)
Asturias,AI-81,4.0,5.02,32267.0,2885.0,8.94,AI-81 (PK 4.0 a 5.02)
Murcia,CT-32,6.2,7.78,37621.0,1340.0,3.56,CT-32 (PK 6.2 a 7.78)
Lugo,LU-11,3.8,4.4,8557.0,325.0,3.8,LU-11 (PK 3.8 a 4.4)
Burgos,N-1,169.2,170.5,401.0,87.0,21.7,N-1 (PK 169.2 a 170.5)
Burgos,N-1,334.62,336.2,632.0,203.0,32.12,N-1 (PK 334.62 a 336.2)
Segovia,N-110,101.0,103.7,2419.0,205.0,8.47,N-110 (PK 101.0 a 103.7)
Palencia,N-120,225.0,227.2,401.0,35.0,8.73,N-120 (PK 225.0 a 227.2)
Zaragoza,N-2,327.9,329.6,11512.0,846.0,7.35,N-2 (PK 327.9 a 329.6)
Girona,N-2,766.7,767.4,8719.0,870.0,9.98,N-2 (PK 766.7 a 767.4)
La Rioja,N-232,456.1,456.9,5021.0,796.0,15.85,N-232 (PK 456.1 a 456.9)
Huesca,N-240,126.5,128.85,824.0,156.0,18.93,N-240 (PK 126.5 a 128.85)
Huesca,N-240,197.8,198.4,1129.0,71.0,6.29,N-240 (PK 197.8 a 198.4)
Valencia,N-3,255.8,256.2,2399.0,244.0,10.17,N-3 (PK 255.8 a 256.2)
Cuenca,N-310,155.9,156.6,2348.0,156.0,6.64,N-310 (PK 155.9 a 156.6)
Albacete,N-322,278.0,279.6,2296.0,295.0,12.85,N-322 (PK 278.0 a 279.6)
Alicante/Alacant,N-330,406.35,408.5,17625.0,887.0,5.03,N-330 (PK 406.35 a 408.5)
Huesca,N-330,612.7,613.9,7587.0,658.0,8.67,N-330 (PK 612.7 a 613.9)
Alicante/Alacant,N-332,142.4,144.7,49261.0,1935.0,3.93,N-332 (PK 142.4 a 144.7)
Badajoz,N-430,104.2,110.0,3714.0,1172.0,31.56,N-430 (PK 104.2 a 110.0)
Córdoba,N-432,162.0,165.7,2329.0,364.0,15.63,N-432 (PK 162.0 a 165.7)
Toledo,N-502,103.3,105.4,5548.0,763.0,13.75,N-502 (PK 103.3 a 105.4)
Zamora,N-525,43.2,43.4,2687.0,177.0,6.59,N-525 (PK 43.2 a 43.4)
Ourense,N-525,257.7,260.6,2550.0,203.0,7.96,N-525 (PK 257.7 a 260.6)
Ourense,N-525,265.4,266.8,2046.0,162.0,7.92,N-525 (PK 265.4 a 266.8)
Pontevedra,N-525,312.3,314.1,5560.0,1011.0,18.18,N-525 (PK 312.3 a 314.1)
Lugo,N-540,17.5,18.6,4795.0,622.0,12.97,N-540 (PK 17.5 a 18.6)
Ávila,N-6,108.3,110536,4357.0,1538.0,35.3,N-6 (PK 108.3 a 110.536)
León,N-6,349.4,351.0,471.0,44.0,9.34,N-6 (PK 349.4 a 351.0)
León,N-6,386.6,389.0,8434.0,354.0,4.2,N-6 (PK 386.6 a 389.0)
León,N-6,413.4,414.3,600.0,63.0,10.5,N-6 (PK 413.4 a 414.3)
Lugo,N-6,535.2,536.9,1295.0,147.0,11.35,N-6 (PK 535.2 a 536.9)
Valladolid,N-601,232.8,233.0,5823.0,677.0,11.63,N-601 (PK 232.8 a 233.0)
León,N-621,75.5,78.7,1336.0,89.0,6.66,N-621 (PK 75.5 a 78.7)
Burgos,N-629,12.3,13.9,2696.0,255.0,9.46,N-629 (PK 12.3 a 13.9)
Cáceres,N-630,475768,478.2,4496.0,424.0,9.43,N-630 (PK 475.768 a 478.2)
Cáceres,N-630,563.6,564.1,2725.0,159.0,5.83,N-630 (PK 563.6 a 564.1)
Lugo,N-640,65.6,68.0,3808.0,368.0,9.66,N-640 (PK 65.6 a 68.0)
A Coruña,N-651,0.0,0.6,3353.0,103.0,3.07,N-651 (PK 0.0 a 0.6)
A Coruña,SC-20,1.0,2.0,52532.0,4225.0,8.04,SC-20 (PK 1.0 a 2.0)
Segovia,A-1,98.4,100.4,21292.0,4643.0,21.81,A-1 (PK 98.4 a 100.4)
Soria,A-15,38.2,39.2,6715.0,1904.0,28.35,A-15 (PK 38.2 a 39.2)
Huesca,A-2,431.01,432.7,6176.0,1766.0,28.59,A-2 (PK 431.01 a 432.7)
Huesca,A-2,441.1,443758,6176.0,1766.0,28.59,A-2 (PK 441.1 a 443.758)
Sevilla,A-4,437.1,440.7,21149.0,4638.0,21.93,A-4 (PK 437.1 a 440.7)
Sevilla,A-4,503.6,506.1,22031.0,5468.0,24.82,A-4 (PK 503.6 a 506.1)
Toledo,A-42,64.6,67.4,41621.0,2571.0,6.18,A-42 (PK 64.6 a 67.4)
Asturias,A-8,273.5,277.3,14353.0,1978.0,13.78,A-8 (PK 273.5 a 277.3)
Castellón,CS-22,2.0,2.5,19148.0,2616.0,13.66,CS-22 (PK 2.0 a 2.5)
Murcia,CT-32,3.9,6.2,37621.0,1340.0,3.56,CT-32 (PK 3.9 a 6.2)
Málaga,MA-22,0.0,0.7,19997.0,1339.0,6.7,MA-22 (PK 0.0 a 0.7)
Burgos,N-1,149.7,153.0,4459.0,976.0,21.89,N-1 (PK 149.7 a 153.0)
Burgos,N-1,161.61,163.2,2701.0,832.0,30.8,N-1 (PK 161.61 a 163.2)
Burgos,N-1,170.5,171.2,401.0,87.0,21.7,N-1 (PK 170.5 a 171.2)
Segovia,N-110A,153.02,154.53,172.0,19.0,11.05,N-110A (PK 153.02 a 154.53)
Burgos,N-120,66.3,67.9,3604.0,1374.0,38.12,N-120 (PK 66.3 a 67.9)
Burgos,N-120,100.3,103.7,7135.0,1306.0,18.3,N-120 (PK 100.3 a 103.7)
León,N-120,434.5,436.3,6643.0,724.0,10.9,N-120 (PK 434.5 a 436.3)
Lugo,N-120,488.6,490.6,3185.0,510.0,16.01,N-120 (PK 488.6 a 490.6)
Ourense,N-120,564.4,565.4,12191.0,1189.0,9.75,N-120 (PK 564.4 a 565.4)
Lugo,N-120A,533.6,535.4,1280.0,114.0,8.91,N-120A (PK 533.6 a 535.4)
Zaragoza,N-2,205.1,206.8,648.0,45.0,6.94,N-2 (PK 205.1 a 206.8)
Huesca,N-2,427.8,431.01,1943.0,893.0,45.96,N-2 (PK 427.8 a 431.01)
